45;2014-08-18 17:21:56.658484;2014-08-18 17:28:28.964148;00:06:32.305664
46;2014-08-18 17:28:48.436804;2014-08-18 17:29:05.574500;00:00:17.137696
47;2014-08-18 17:30:31.971960;2014-08-18 17:30:41.222937;00:00:09.250977
50;2014-08-18 17:57:41.428992;2014-08-18 17:57:57.270789;00:00:15.841797
